Index,dt,customer_type,trigger_type,n_triggered
246006,20/12/22,3,link,4227
246008,20/12/22,2,link,5916
246011,20/12/22,1,link,7796
246484,21/12/22,0,link,8768
246486,21/12/22,3,link,4097
246488,21/12/22,2,link,5720
246491,21/12/22,1,link,8371
246964,22/12/22,0,link,7639
246966,22/12/22,3,link,3983
246968,22/12/22,2,link,5878
246971,22/12/22,1,link,7453
247444,23/12/22,0,link,7726
247446,23/12/22,3,link,3707
247448,23/12/22,2,link,6204
247451,23/12/22,1,link,6637
247924,24/12/22,0,link,11208
247926,24/12/22,3,link,4598
247928,24/12/22,2,link,6838
247931,24/12/22,1,link,10438
248404,25/12/22,0,link,9097
248406,25/12/22,3,link,4183
248408,25/12/22,2,link,6553
248411,25/12/22,1,link,9837
248884,26/12/22,0,link,9147
248886,26/12/22,3,link,3922
248888,26/12/22,2,link,5804
248891,26/12/22,1,link,8923
249364,27/12/22,0,link,7925
249366,27/12/22,3,link,4102
249368,27/12/22,2,link,5620
249371,27/12/22,1,link,8735
249844,28/12/22,0,link,8897
249846,28/12/22,3,link,3976
249848,28/12/22,2,link,6187
249851,28/12/22,1,link,8372
250324,29/12/22,0,link,7710
250326,29/12/22,3,link,3593
250328,29/12/22,2,link,5509
250331,29/12/22,1,link,7666
250804,30/12/22,0,link,6759
250806,30/12/22,3,link,3384
250808,30/12/22,2,link,4876
250811,30/12/22,1,link,7128
251284,31/12/22,0,link,6412
251286,31/12/22,3,link,3149
251288,31/12/22,2,link,4804
251291,31/12/22,1,link,5900
0,01/01/23,1,scheduled,5221
1,01/01/23,0,scheduled,5244
2,01/01/23,2,scheduled,1145
3,01/01/23,3,scheduled,35
96,02/01/23,1,scheduled,5196
97,02/01/23,0,scheduled,5177
98,02/01/23,2,scheduled,1040
99,02/01/23,3,scheduled,44
192,03/01/23,1,scheduled,5603
193,03/01/23,0,scheduled,5602
194,03/01/23,2,scheduled,1107
195,03/01/23,3,scheduled,41
288,04/01/23,1,scheduled,5740
289,04/01/23,0,scheduled,5703
290,04/01/23,2,scheduled,1161
291,04/01/23,3,scheduled,36
384,05/01/23,1,scheduled,5660
385,05/01/23,0,scheduled,5489
386,05/01/23,2,scheduled,1071
387,05/01/23,3,scheduled,37
480,06/01/23,1,scheduled,5462
481,06/01/23,0,scheduled,5475
482,06/01/23,2,scheduled,1096
483,06/01/23,3,scheduled,39
576,07/01/23,1,scheduled,5343
577,07/01/23,0,scheduled,5675
578,07/01/23,2,scheduled,1172
579,07/01/23,3,scheduled,43
672,08/01/23,1,scheduled,5323
673,08/01/23,0,scheduled,5390
674,08/01/23,2,scheduled,1050
675,08/01/23,3,scheduled,40
768,09/01/23,1,scheduled,5074
769,09/01/23,0,scheduled,4976
770,09/01/23,2,scheduled,1137
771,09/01/23,3,scheduled,31
864,10/01/23,1,scheduled,5181
865,10/01/23,0,scheduled,5709
866,10/01/23,2,scheduled,1166
867,10/01/23,3,scheduled,34
960,11/01/23,1,scheduled,5465
961,11/01/23,0,scheduled,5459
962,11/01/23,2,scheduled,1139
963,11/01/23,3,scheduled,41
1056,12/01/23,1,scheduled,5488
1057,12/01/23,0,scheduled,5888
1058,12/01/23,2,scheduled,1138
1059,12/01/23,3,scheduled,44
1152,13/01/23,1,scheduled,5256
1153,13/01/23,0,scheduled,5626
1154,13/01/23,2,scheduled,1128
1155,13/01/23,3,scheduled,44
1248,14/01/23,1,scheduled,5012
1249,14/01/23,0,scheduled,5264
1250,14/01/23,2,scheduled,1085
1251,14/01/23,3,scheduled,40
1344,15/01/23,1,scheduled,5392
1345,15/01/23,0,scheduled,5068
1346,15/01/23,2,scheduled,1213
1347,15/01/23,3,scheduled,38
1440,16/01/23,1,scheduled,5491
1441,16/01/23,0,scheduled,5166
1442,16/01/23,2,scheduled,1210
1443,16/01/23,3,scheduled,39
1536,17/01/23,1,scheduled,5859
1537,17/01/23,0,scheduled,5437
1538,17/01/23,2,scheduled,1080
1539,17/01/23,3,scheduled,39
1632,18/01/23,1,scheduled,5710
1633,18/01/23,0,scheduled,5570
1634,18/01/23,2,scheduled,1132
1635,18/01/23,3,scheduled,46
1728,19/01/23,1,scheduled,5683
1729,19/01/23,0,scheduled,5652
1730,19/01/23,2,scheduled,1125
1731,19/01/23,3,scheduled,47
1824,20/01/23,1,scheduled,5642
1825,20/01/23,0,scheduled,5692
1826,20/01/23,2,scheduled,1162
1827,20/01/23,3,scheduled,50
1920,21/01/23,1,scheduled,6004
1921,21/01/23,0,scheduled,5817
1922,21/01/23,2,scheduled,1135
1923,21/01/23,3,scheduled,48
2016,22/01/23,1,scheduled,5845
2017,22/01/23,0,scheduled,5505
2018,22/01/23,2,scheduled,1214
2019,22/01/23,3,scheduled,51
2112,23/01/23,1,scheduled,5764
2113,23/01/23,0,scheduled,5262
2114,23/01/23,2,scheduled,1096
2115,23/01/23,3,scheduled,52
2208,24/01/23,1,scheduled,5638
2209,24/01/23,0,scheduled,5353
2210,24/01/23,2,scheduled,1257
2211,24/01/23,3,scheduled,48
2304,25/01/23,1,scheduled,5375
2305,25/01/23,0,scheduled,5527
2306,25/01/23,2,scheduled,1179
2307,25/01/23,3,scheduled,45
2400,26/01/23,1,scheduled,5254
2401,26/01/23,0,scheduled,5516
2402,26/01/23,2,scheduled,1160
2403,26/01/23,3,scheduled,40
2496,27/01/23,1,scheduled,5929
2497,27/01/23,0,scheduled,5114
2498,27/01/23,2,scheduled,1149
2499,27/01/23,3,scheduled,45
2592,28/01/23,1,scheduled,5505
2593,28/01/23,0,scheduled,5145
2594,28/01/23,2,scheduled,1068
2595,28/01/23,3,scheduled,44
2688,29/01/23,1,scheduled,5450
2689,29/01/23,0,scheduled,5140
2690,29/01/23,2,scheduled,1076
2691,29/01/23,3,scheduled,44
2784,30/01/23,1,scheduled,5679
2785,30/01/23,0,scheduled,5334
2786,30/01/23,2,scheduled,1118
2787,30/01/23,3,scheduled,39
2880,31/01/23,1,scheduled,5859
2881,31/01/23,0,scheduled,5507
2882,31/01/23,2,scheduled,1116
2883,31/01/23,3,scheduled,50
2976,01/02/23,1,scheduled,5859
2977,01/02/23,0,scheduled,5735
2978,01/02/23,2,scheduled,1234
2979,01/02/23,3,scheduled,53
3072,02/02/23,1,scheduled,5721
3073,02/02/23,0,scheduled,5588
3074,02/02/23,2,scheduled,1135
3075,02/02/23,3,scheduled,46
3168,03/02/23,1,scheduled,5555
3169,03/02/23,0,scheduled,5484
3170,03/02/23,2,scheduled,1116
3171,03/02/23,3,scheduled,44
3264,04/02/23,1,scheduled,5593
3265,04/02/23,0,scheduled,5179
3266,04/02/23,2,scheduled,1127
3267,04/02/23,3,scheduled,39
3360,05/02/23,1,scheduled,5286
3361,05/02/23,0,scheduled,4930
3362,05/02/23,2,scheduled,1066
3363,05/02/23,3,scheduled,37
3456,06/02/23,1,scheduled,5601
3457,06/02/23,0,scheduled,5092
3458,06/02/23,2,scheduled,1109
3459,06/02/23,3,scheduled,35
3552,07/02/23,1,scheduled,5507
3553,07/02/23,0,scheduled,5480
3554,07/02/23,2,scheduled,1056
3555,07/02/23,3,scheduled,40
3648,08/02/23,1,scheduled,5303
3649,08/02/23,0,scheduled,5458
3650,08/02/23,2,scheduled,1132
3651,08/02/23,3,scheduled,40
3744,09/02/23,1,scheduled,5145
3745,09/02/23,0,scheduled,5267
3746,09/02/23,2,scheduled,1102
3747,09/02/23,3,scheduled,36
3840,10/02/23,1,scheduled,5595
3841,10/02/23,0,scheduled,5273
3842,10/02/23,2,scheduled,1083
3843,10/02/23,3,scheduled,40
3936,11/02/23,1,scheduled,5397
3937,11/02/23,0,scheduled,5328
3938,11/02/23,2,scheduled,1064
3939,11/02/23,3,scheduled,40
4032,12/02/23,1,scheduled,5367
4033,12/02/23,0,scheduled,4963
4034,12/02/23,2,scheduled,1097
4035,12/02/23,3,scheduled,37
4128,13/02/23,1,scheduled,5512
4129,13/02/23,0,scheduled,5164
4130,13/02/23,2,scheduled,1113
4131,13/02/23,3,scheduled,32
4224,14/02/23,1,scheduled,5138
4225,14/02/23,0,scheduled,5386
4226,14/02/23,2,scheduled,1064
4227,14/02/23,3,scheduled,34
4320,15/02/23,1,scheduled,5672
4321,15/02/23,0,scheduled,5553
4322,15/02/23,2,scheduled,1103
4323,15/02/23,3,scheduled,51
4416,16/02/23,1,scheduled,5702
4417,16/02/23,0,scheduled,5693
4418,16/02/23,2,scheduled,1194
4419,16/02/23,3,scheduled,46
4512,17/02/23,1,scheduled,5675
4513,17/02/23,0,scheduled,5529
4514,17/02/23,2,scheduled,1106
4515,17/02/23,3,scheduled,47
4608,18/02/23,1,scheduled,5598
4609,18/02/23,0,scheduled,5342
4610,18/02/23,2,scheduled,1082
4611,18/02/23,3,scheduled,48
4704,19/02/23,1,scheduled,5188
4705,19/02/23,0,scheduled,5320
4706,19/02/23,2,scheduled,1056
4707,19/02/23,3,scheduled,41
4800,20/02/23,1,scheduled,5427
4801,20/02/23,0,scheduled,5261
4802,20/02/23,2,scheduled,1070
4803,20/02/23,3,scheduled,38
4896,21/02/23,1,scheduled,5005
4897,21/02/23,0,scheduled,5142
4898,21/02/23,2,scheduled,1119
4899,21/02/23,3,scheduled,33
4992,22/02/23,1,scheduled,5526
4993,22/02/23,0,scheduled,5609
4994,22/02/23,2,scheduled,1186
4995,22/02/23,3,scheduled,35
5088,23/02/23,1,scheduled,5631
5089,23/02/23,0,scheduled,5749
5090,23/02/23,2,scheduled,1114
5091,23/02/23,3,scheduled,48
5184,24/02/23,1,scheduled,5969
5185,24/02/23,0,scheduled,6006
5186,24/02/23,2,scheduled,1224
5187,24/02/23,3,scheduled,46
5280,25/02/23,1,scheduled,5481
5281,25/02/23,0,scheduled,5515
5282,25/02/23,2,scheduled,1102
5283,25/02/23,3,scheduled,45
5376,26/02/23,1,scheduled,5234
5377,26/02/23,0,scheduled,5592
5378,26/02/23,2,scheduled,1221
5379,26/02/23,3,scheduled,52
5472,27/02/23,1,scheduled,5313
5473,27/02/23,0,scheduled,5529
5474,27/02/23,2,scheduled,1120
5475,27/02/23,3,scheduled,42
5568,28/02/23,1,scheduled,5630
5569,28/02/23,0,scheduled,5949
5570,28/02/23,2,scheduled,1120
5571,28/02/23,3,scheduled,42
5664,01/03/23,1,scheduled,5451
5665,01/03/23,0,scheduled,5352
5666,01/03/23,2,scheduled,1147
5667,01/03/23,3,scheduled,45
5760,02/03/23,1,scheduled,6045
5761,02/03/23,0,scheduled,5728
5762,02/03/23,2,scheduled,1311
5763,02/03/23,3,scheduled,51
5856,03/03/23,1,scheduled,5793
5857,03/03/23,0,scheduled,5321
5858,03/03/23,2,scheduled,1138
5859,03/03/23,3,scheduled,44
5952,04/03/23,1,scheduled,5689
5953,04/03/23,0,scheduled,5264
5954,04/03/23,2,scheduled,1086
5955,04/03/23,3,scheduled,40
6048,05/03/23,1,scheduled,5597
6049,05/03/23,0,scheduled,5287
6050,05/03/23,2,scheduled,1109
6051,05/03/23,3,scheduled,40
6144,06/03/23,1,scheduled,5377
6145,06/03/23,0,scheduled,5020
6146,06/03/23,2,scheduled,1029
6147,06/03/23,3,scheduled,39
6240,07/03/23,1,scheduled,5756
6241,07/03/23,0,scheduled,5533
6242,07/03/23,2,scheduled,1076
6243,07/03/23,3,scheduled,41
6336,08/03/23,1,scheduled,5928
6337,08/03/23,0,scheduled,5517
6338,08/03/23,2,scheduled,1081
6339,08/03/23,3,scheduled,41
6432,09/03/23,1,scheduled,5888
6433,09/03/23,0,scheduled,5673
6434,09/03/23,2,scheduled,1104
6435,09/03/23,3,scheduled,39
6528,10/03/23,1,scheduled,5607
6529,10/03/23,0,scheduled,5502
6530,10/03/23,2,scheduled,1071
6531,10/03/23,3,scheduled,32
6624,11/03/23,1,scheduled,5466
6625,11/03/23,0,scheduled,5829
6626,11/03/23,2,scheduled,1091
6627,11/03/23,3,scheduled,29
6720,12/03/23,1,scheduled,5629
6721,12/03/23,0,scheduled,5321
6722,12/03/23,2,scheduled,1073
6723,12/03/23,3,scheduled,27
6812,13/03/23,1,scheduled,5714
6813,13/03/23,0,scheduled,5383
6814,13/03/23,2,scheduled,1028
6815,13/03/23,3,scheduled,26
6908,14/03/23,1,scheduled,5560
6909,14/03/23,0,scheduled,5476
6910,14/03/23,2,scheduled,1082
6911,14/03/23,3,scheduled,28
7004,15/03/23,1,scheduled,5784
7005,15/03/23,0,scheduled,5710
7006,15/03/23,2,scheduled,1106
7007,15/03/23,3,scheduled,32
7100,16/03/23,1,scheduled,5654
7101,16/03/23,0,scheduled,5230
7102,16/03/23,2,scheduled,1156
7103,16/03/23,3,scheduled,33
7196,17/03/23,1,scheduled,5431
7197,17/03/23,0,scheduled,5409
7198,17/03/23,2,scheduled,1028
7199,17/03/23,3,scheduled,33
7292,18/03/23,1,scheduled,5385
7293,18/03/23,0,scheduled,5474
7294,18/03/23,2,scheduled,1027
7295,18/03/23,3,scheduled,33
7388,19/03/23,1,scheduled,5076
7389,19/03/23,0,scheduled,5019
7390,19/03/23,2,scheduled,1018
7391,19/03/23,3,scheduled,30
7484,20/03/23,1,scheduled,5409
7485,20/03/23,0,scheduled,5138
7486,20/03/23,2,scheduled,989
7487,20/03/23,3,scheduled,32
7580,21/03/23,1,scheduled,5259
7581,21/03/23,0,scheduled,5461
7582,21/03/23,2,scheduled,1067
7583,21/03/23,3,scheduled,28
7676,22/03/23,1,scheduled,5747
7677,22/03/23,0,scheduled,5648
7678,22/03/23,2,scheduled,1054
7679,22/03/23,3,scheduled,37
7772,23/03/23,1,scheduled,5456
7773,23/03/23,0,scheduled,5772
7774,23/03/23,2,scheduled,1109
7775,23/03/23,3,scheduled,35
7868,24/03/23,1,scheduled,5811
7869,24/03/23,0,scheduled,5678
7870,24/03/23,2,scheduled,1094
7871,24/03/23,3,scheduled,33
7964,25/03/23,1,scheduled,5652
7965,25/03/23,0,scheduled,5982
7966,25/03/23,2,scheduled,1095
7967,25/03/23,3,scheduled,34
8060,26/03/23,1,scheduled,5660
8061,26/03/23,0,scheduled,5567
8062,26/03/23,2,scheduled,1017
8063,26/03/23,3,scheduled,35
8156,27/03/23,1,scheduled,5511
8157,27/03/23,0,scheduled,5151
8158,27/03/23,2,scheduled,1098
8159,27/03/23,3,scheduled,40
8252,28/03/23,1,scheduled,5280
8253,28/03/23,0,scheduled,5336
8254,28/03/23,2,scheduled,1035
8255,28/03/23,3,scheduled,37
8348,29/03/23,1,scheduled,5914
8349,29/03/23,0,scheduled,5370
8350,29/03/23,2,scheduled,1039
8351,29/03/23,3,scheduled,29
8444,30/03/23,1,scheduled,6223
8445,30/03/23,0,scheduled,5783
8446,30/03/23,2,scheduled,1079
8447,30/03/23,3,scheduled,38
8540,31/03/23,1,scheduled,6001
8541,31/03/23,0,scheduled,5551
8542,31/03/23,2,scheduled,1065
8543,31/03/23,3,scheduled,41
8636,01/04/23,1,scheduled,5707
8637,01/04/23,0,scheduled,5410
8638,01/04/23,2,scheduled,1073
8639,01/04/23,3,scheduled,35
8732,02/04/23,1,scheduled,5554
8733,02/04/23,0,scheduled,5365
8734,02/04/23,2,scheduled,1047
8735,02/04/23,3,scheduled,29
8828,03/04/23,1,scheduled,5507
8829,03/04/23,0,scheduled,5058
8830,03/04/23,2,scheduled,972
8831,03/04/23,3,scheduled,27
8924,04/04/23,1,scheduled,5984
8925,04/04/23,0,scheduled,5954
8926,04/04/23,2,scheduled,1093
8927,04/04/23,3,scheduled,48
9020,05/04/23,1,scheduled,6036
9021,05/04/23,0,scheduled,5947
9022,05/04/23,2,scheduled,1081
9023,05/04/23,3,scheduled,42
9116,06/04/23,1,scheduled,5587
9117,06/04/23,0,scheduled,5490
9118,06/04/23,2,scheduled,1044
9119,06/04/23,3,scheduled,37
9212,07/04/23,1,scheduled,5366
9213,07/04/23,0,scheduled,5522
9214,07/04/23,2,scheduled,1072
9215,07/04/23,3,scheduled,31
9308,08/04/23,1,scheduled,5526
9309,08/04/23,0,scheduled,5125
9310,08/04/23,2,scheduled,1072
9311,08/04/23,3,scheduled,27
9404,09/04/23,1,scheduled,5355
9405,09/04/23,0,scheduled,5225
9406,09/04/23,2,scheduled,1045
9407,09/04/23,3,scheduled,26
9500,10/04/23,1,scheduled,4879
9501,10/04/23,0,scheduled,5005
9502,10/04/23,2,scheduled,1019
9503,10/04/23,3,scheduled,23
9596,11/04/23,1,scheduled,5535
9597,11/04/23,0,scheduled,5285
9598,11/04/23,2,scheduled,1040
9599,11/04/23,3,scheduled,25
9692,12/04/23,1,scheduled,5404
9693,12/04/23,0,scheduled,5526
9694,12/04/23,2,scheduled,984
9695,12/04/23,3,scheduled,26
9788,13/04/23,1,scheduled,5181
9789,13/04/23,0,scheduled,5428
9790,13/04/23,2,scheduled,1045
9791,13/04/23,3,scheduled,25
9884,14/04/23,1,scheduled,5481
9885,14/04/23,0,scheduled,5641
9886,14/04/23,2,scheduled,1039
9887,14/04/23,3,scheduled,24
9980,15/04/23,1,scheduled,5380
9981,15/04/23,0,scheduled,5183
9982,15/04/23,2,scheduled,1086
9983,15/04/23,3,scheduled,23
10076,16/04/23,1,scheduled,5130
10077,16/04/23,0,scheduled,4974
10078,16/04/23,2,scheduled,1052
10079,16/04/23,3,scheduled,24
10172,17/04/23,1,scheduled,5008
10173,17/04/23,0,scheduled,5071
10174,17/04/23,2,scheduled,982
10175,17/04/23,3,scheduled,24
10268,18/04/23,1,scheduled,5316
10269,18/04/23,0,scheduled,5554
10270,18/04/23,2,scheduled,1026
10271,18/04/23,3,scheduled,26
10364,19/04/23,1,scheduled,5396
10365,19/04/23,0,scheduled,5579
10366,19/04/23,2,scheduled,1048
10367,19/04/23,3,scheduled,26
10460,20/04/23,1,scheduled,5406
10461,20/04/23,0,scheduled,5354
10462,20/04/23,2,scheduled,1059
10463,20/04/23,3,scheduled,27
10556,21/04/23,1,scheduled,5577
10557,21/04/23,0,scheduled,5183
10558,21/04/23,2,scheduled,1061
10559,21/04/23,3,scheduled,26
10652,22/04/23,1,scheduled,5411
10653,22/04/23,0,scheduled,5836
10654,22/04/23,2,scheduled,1047
10655,22/04/23,3,scheduled,26
10748,23/04/23,1,scheduled,5092
10749,23/04/23,0,scheduled,5556
10750,23/04/23,2,scheduled,1089
10751,23/04/23,3,scheduled,24
10844,24/04/23,1,scheduled,5243
10845,24/04/23,0,scheduled,5473
10846,24/04/23,2,scheduled,987
10847,24/04/23,3,scheduled,25
10940,25/04/23,1,scheduled,5470
10941,25/04/23,0,scheduled,5739
10942,25/04/23,2,scheduled,1040
10943,25/04/23,3,scheduled,25
11036,26/04/23,1,scheduled,5345
11037,26/04/23,0,scheduled,5289
11038,26/04/23,2,scheduled,1024
11039,26/04/23,3,scheduled,26
11132,27/04/23,1,scheduled,5823
11133,27/04/23,0,scheduled,5541
11134,27/04/23,2,scheduled,1012
11135,27/04/23,3,scheduled,26
11228,28/04/23,1,scheduled,6104
11229,28/04/23,0,scheduled,5568
11230,28/04/23,2,scheduled,1040
11231,28/04/23,3,scheduled,26
11324,29/04/23,1,scheduled,5955
11325,29/04/23,0,scheduled,5639
11326,29/04/23,2,scheduled,1084
11327,29/04/23,3,scheduled,27
11420,30/04/23,1,scheduled,5546
11421,30/04/23,0,scheduled,5737
11422,30/04/23,2,scheduled,1009
11423,30/04/23,3,scheduled,27
11516,01/05/23,1,scheduled,5326
11517,01/05/23,0,scheduled,4970
11518,01/05/23,2,scheduled,969
11519,01/05/23,3,scheduled,26
11612,02/05/23,1,scheduled,5753
11613,02/05/23,0,scheduled,5290
11614,02/05/23,2,scheduled,1084
11615,02/05/23,3,scheduled,26
11708,03/05/23,1,scheduled,5437
11709,03/05/23,0,scheduled,5361
11710,03/05/23,2,scheduled,1029
11711,03/05/23,3,scheduled,32
11804,04/05/23,1,scheduled,5396
11805,04/05/23,0,scheduled,5636
11806,04/05/23,2,scheduled,1073
11807,04/05/23,3,scheduled,32
11900,05/05/23,1,scheduled,5676
11901,05/05/23,0,scheduled,5621
11902,05/05/23,2,scheduled,1022
11903,05/05/23,3,scheduled,32
11996,06/05/23,1,scheduled,5672
11997,06/05/23,0,scheduled,5619
11998,06/05/23,2,scheduled,1006
11999,06/05/23,3,scheduled,31
12092,07/05/23,1,scheduled,5028
12093,07/05/23,0,scheduled,5316
12094,07/05/23,2,scheduled,981
12095,07/05/23,3,scheduled,25
12188,08/05/23,1,scheduled,5047
12189,08/05/23,0,scheduled,5261
12190,08/05/23,2,scheduled,1005
12191,08/05/23,3,scheduled,25
12284,09/05/23,1,scheduled,5591
12285,09/05/23,0,scheduled,5485
12286,09/05/23,2,scheduled,998
12287,09/05/23,3,scheduled,26
12380,10/05/23,1,scheduled,5472
12381,10/05/23,0,scheduled,5239
12382,10/05/23,2,scheduled,1077
12383,10/05/23,3,scheduled,24
12476,11/05/23,1,scheduled,5492
12477,11/05/23,0,scheduled,5347
12478,11/05/23,2,scheduled,985
12479,11/05/23,3,scheduled,26
12572,12/05/23,1,scheduled,5814
12573,12/05/23,0,scheduled,5563
12574,12/05/23,2,scheduled,1079
12575,12/05/23,3,scheduled,25
12668,13/05/23,1,scheduled,5507
12669,13/05/23,0,scheduled,5875
12670,13/05/23,2,scheduled,1118
12671,13/05/23,3,scheduled,27
12764,14/05/23,1,scheduled,5855
12765,14/05/23,0,scheduled,5484
12766,14/05/23,2,scheduled,1028
12767,14/05/23,3,scheduled,27
12860,15/05/23,1,scheduled,5919
12861,15/05/23,0,scheduled,5387
12862,15/05/23,2,scheduled,1033
12863,15/05/23,3,scheduled,28
12956,16/05/23,1,scheduled,6140
12957,16/05/23,0,scheduled,5909
12958,16/05/23,2,scheduled,1062
12959,16/05/23,3,scheduled,27
13052,17/05/23,1,scheduled,6187
13053,17/05/23,0,scheduled,5945
13054,17/05/23,2,scheduled,1062
13055,17/05/23,3,scheduled,30
13148,18/05/23,1,scheduled,6369
13149,18/05/23,0,scheduled,5977
13150,18/05/23,2,scheduled,1053
13151,18/05/23,3,scheduled,32
13244,19/05/23,1,scheduled,6123
13245,19/05/23,0,scheduled,6031
13246,19/05/23,2,scheduled,1037
13247,19/05/23,3,scheduled,30
13340,20/05/23,1,scheduled,6136
13341,20/05/23,0,scheduled,5709
13342,20/05/23,2,scheduled,1052
13343,20/05/23,3,scheduled,30
13436,21/05/23,1,scheduled,6176
13437,21/05/23,0,scheduled,5582
13438,21/05/23,2,scheduled,1083
13439,21/05/23,3,scheduled,28
13532,22/05/23,1,scheduled,6257
13533,22/05/23,0,scheduled,5432
13534,22/05/23,2,scheduled,1093
13535,22/05/23,3,scheduled,31
13628,23/05/23,1,scheduled,6305
13629,23/05/23,0,scheduled,6209
13630,23/05/23,2,scheduled,1113
13631,23/05/23,3,scheduled,32
13724,24/05/23,1,scheduled,6241
13725,24/05/23,0,scheduled,5625
13726,24/05/23,2,scheduled,1010
13727,24/05/23,3,scheduled,31
13820,25/05/23,1,scheduled,6159
13821,25/05/23,0,scheduled,5667
13822,25/05/23,2,scheduled,1093
13823,25/05/23,3,scheduled,28
13916,26/05/23,1,scheduled,5998
13917,26/05/23,0,scheduled,5825
13918,26/05/23,2,scheduled,1041
13919,26/05/23,3,scheduled,39
14012,27/05/23,1,scheduled,5500
14013,27/05/23,0,scheduled,5485
14014,27/05/23,2,scheduled,1119
14015,27/05/23,3,scheduled,26
14108,28/05/23,1,scheduled,5513
14109,28/05/23,0,scheduled,5536
14110,28/05/23,2,scheduled,1031
14111,28/05/23,3,scheduled,29
14204,29/05/23,1,scheduled,5209
14205,29/05/23,0,scheduled,5479
14206,29/05/23,2,scheduled,1093
14207,29/05/23,3,scheduled,28
14300,30/05/23,1,scheduled,5669
14301,30/05/23,0,scheduled,5457
14302,30/05/23,2,scheduled,1013
14303,30/05/23,3,scheduled,28
14396,31/05/23,1,scheduled,5687
14397,31/05/23,0,scheduled,5723
14398,31/05/23,2,scheduled,1057
14399,31/05/23,3,scheduled,29
14492,01/06/23,1,scheduled,5874
14493,01/06/23,0,scheduled,5772
14494,01/06/23,2,scheduled,1267
14495,01/06/23,3,scheduled,28
14588,02/06/23,1,scheduled,6139
14589,02/06/23,0,scheduled,5825
14590,02/06/23,2,scheduled,1204
14591,02/06/23,3,scheduled,29
14684,03/06/23,1,scheduled,5791
14685,03/06/23,0,scheduled,5630
14686,03/06/23,2,scheduled,1046
14687,03/06/23,3,scheduled,29
14780,04/06/23,1,scheduled,5770
14781,04/06/23,0,scheduled,5423
14782,04/06/23,2,scheduled,1080
14783,04/06/23,3,scheduled,30
14876,05/06/23,1,scheduled,6112
14877,05/06/23,0,scheduled,5477
14878,05/06/23,2,scheduled,1020
14879,05/06/23,3,scheduled,30
14972,06/06/23,1,scheduled,6012
14973,06/06/23,0,scheduled,5860
14974,06/06/23,2,scheduled,1000
14975,06/06/23,3,scheduled,31
15068,07/06/23,1,scheduled,5804
15069,07/06/23,0,scheduled,5575
15070,07/06/23,2,scheduled,1063
15071,07/06/23,3,scheduled,27
15164,08/06/23,1,scheduled,5750
15165,08/06/23,0,scheduled,5858
15166,08/06/23,2,scheduled,1169
15167,08/06/23,3,scheduled,25
15260,09/06/23,1,scheduled,6246
15261,09/06/23,0,scheduled,5878
15262,09/06/23,2,scheduled,1049
15263,09/06/23,3,scheduled,29
15356,10/06/23,1,scheduled,5910
15357,10/06/23,0,scheduled,5705
15358,10/06/23,2,scheduled,1135
15359,10/06/23,3,scheduled,29
15452,11/06/23,1,scheduled,5363
15453,11/06/23,0,scheduled,5461
15454,11/06/23,2,scheduled,1074
15455,11/06/23,3,scheduled,28
15548,12/06/23,1,scheduled,5291
15549,12/06/23,0,scheduled,5488
15550,12/06/23,2,scheduled,1031
15551,12/06/23,3,scheduled,26
15644,13/06/23,1,scheduled,5827
15645,13/06/23,0,scheduled,5887
15646,13/06/23,2,scheduled,1052
15647,13/06/23,3,scheduled,28
15740,14/06/23,1,scheduled,5894
15741,14/06/23,0,scheduled,5818
15742,14/06/23,2,scheduled,1107
15743,14/06/23,3,scheduled,29
15836,15/06/23,1,scheduled,6252
15837,15/06/23,0,scheduled,5978
15838,15/06/23,2,scheduled,1157
15839,15/06/23,3,scheduled,29
15932,16/06/23,1,scheduled,6487
15933,16/06/23,0,scheduled,6248
15934,16/06/23,2,scheduled,1096
15935,16/06/23,3,scheduled,31
16028,17/06/23,1,scheduled,6505
16029,17/06/23,0,scheduled,6324
16030,17/06/23,2,scheduled,1169
16031,17/06/23,3,scheduled,29
16124,18/06/23,1,scheduled,6310
16125,18/06/23,0,scheduled,6234
16126,18/06/23,2,scheduled,1137
16127,18/06/23,3,scheduled,35
16220,19/06/23,1,scheduled,5531
16221,19/06/23,0,scheduled,5690
16222,19/06/23,2,scheduled,1109
16223,19/06/23,3,scheduled,34
16316,20/06/23,1,scheduled,5766
16317,20/06/23,0,scheduled,5690
16318,20/06/23,2,scheduled,1147
16319,20/06/23,3,scheduled,29
16412,21/06/23,1,scheduled,5810
16413,21/06/23,0,scheduled,6139
16414,21/06/23,2,scheduled,1170
16415,21/06/23,3,scheduled,27
16508,22/06/23,1,scheduled,5891
16509,22/06/23,0,scheduled,6076
16510,22/06/23,2,scheduled,1159
16511,22/06/23,3,scheduled,27
16604,23/06/23,1,scheduled,6248
16605,23/06/23,0,scheduled,5707
16606,23/06/23,2,scheduled,1113
16607,23/06/23,3,scheduled,29
16700,24/06/23,1,scheduled,5775
16701,24/06/23,0,scheduled,5772
16702,24/06/23,2,scheduled,1084
16703,24/06/23,3,scheduled,27
16796,25/06/23,1,scheduled,5778
16797,25/06/23,0,scheduled,5904
16798,25/06/23,2,scheduled,1131
16799,25/06/23,3,scheduled,29
16892,26/06/23,1,scheduled,5489
16893,26/06/23,0,scheduled,5675
16894,26/06/23,2,scheduled,1112
16895,26/06/23,3,scheduled,29
